Time;Elec_Central;ElecLoadVehicles;H2LoadVehicles;PV;Wind;Heating_Central;Cooling_Central
2025-01-01 00:00;load;load;Massflow;Generation;Generation;load;load
s;MW;MW;kg/h;MW;MW;MW;MW
true;true;true;true;true;true;true;true
907200;0.22426786589241224;0.0285;2.357865837;8.485e-06;0.039674999999999995;0.741297;0.0
910800;0.2257465975653212;0.0285;2.357865837;2.3822e-05;0.053049;0.708964;0.0
914400;0.2088122698409341;0.0285;2.357865837;1.6255e-05;0.05258;0.675626;0.0
918000;0.2116923103765629;0.0285;2.357865837;4.3310000000000005e-06;0.055464;0.651298;0.0
921600;0.19927548912899765;0.0285;2.357865837;0.0;0.059151;0.646582;0.0
925200;0.21466074787307224;0.0285;2.357865837;0.0;0.058974;0.675091;0.0
928800;0.20991688760317492;0.0285;2.357865837;0.0;0.062766;0.729706;0.0
932400;0.23208246499701232;0.0285;2.357865837;0.0;0.064619;0.737974;0.0
936000;0.20429903066029165;0.0285;2.357865837;0.0;0.061023;0.697918;0.0
939600;0.1718171417372784;0.0285;2.357865837;0.0;0.058967;0.6697000000000001;0.0
943200;0.10782688433544994;0.0285;2.357865837;0.0;0.057402;0.6782809999999999;0.0
946800;0.08082064848236652;0.0285;2.357865837;0.0;0.048734;0.688898;0.0
950400;0.06858900632165779;0.0285;2.357865837;0.0;0.044383000000000006;0.685619;0.0
954000;0.06732468064795702;0.0285;2.357865837;0.0;0.045136;0.7014940000000001;0.0
957600;0.06384344554232363;0.0285;2.357865837;0.0;0.044488;0.710819;0.0
961200;0.0645987299928265;0.0285;2.357865837;0.0;0.047682;0.7115130000000001;0.0
964800;0.09573226889495645;0.0285;2.357865837;0.0;0.048617;0.706329;0.0
968400;0.19048125148428915;0.0285;2.357865837;0.0;0.052839;0.7049310000000001;0.0
972000;0.23716189427158352;0.0285;2.357865837;0.0;0.064531;0.7174360000000001;0.0
975600;0.21568957631230068;0.0285;2.357865837;0.0;0.06302300000000001;0.7451960000000001;0.0
979200;0.19484565734592807;0.0285;2.357865837;0.0;0.06498000000000001;0.761461;0.0
982800;0.20103354513859387;0.0285;2.357865837;3.496e-06;0.07929699999999999;0.7614160000000001;0.0
986400;0.2058310153708892;0.0285;2.357865837;5.113000000000001e-06;0.090599;0.743264;0.0
990000;0.2173696126591796;0.0285;2.357865837;5.34e-06;0.088164;0.713206;0.0
993600;0.22215521387720705;0.0285;2.357865837;2.622e-06;0.08623399999999999;0.6838569999999999;0.0
997200;0.2228696882499691;0.0285;2.357865837;1.2700000000000001e-06;0.089125;0.654437;0.0
1000800;0.20324199877773155;0.0285;2.357865837;2.162e-06;0.09233799999999999;0.623336;0.0
1004400;0.21592460531894467;0.0285;2.357865837;3.931e-06;0.09151300000000001;0.599923;0.0
1008000;0.19910265119592074;0.0285;2.357865837;8.7e-08;0.08625;0.594032;0.0
1011600;0.22113160273957258;0.0285;2.357865837;0.0;0.08019;0.618066;0.0
1015200;0.21145444988396334;0.0285;2.357865837;0.0;0.079952;0.665222;0.0
1018800;0.2341993693744815;0.0285;2.357865837;0.0;0.074935;0.6694439999999999;0.0
1022400;0.2056395962047042;0.0285;2.357865837;0.0;0.07013899999999999;0.6296309999999999;0.0
1026000;0.16531720399332292;0.0285;2.357865837;0.0;0.06969299999999999;0.600587;0.0
1029600;0.11102567883956087;0.0285;2.357865837;0.0;0.068119;0.6044700000000001;0.0
1033200;0.08378718215174848;0.0285;2.357865837;0.0;0.06408799999999999;0.609952;0.0
1036800;0.0690716546571078;0.0285;2.357865837;0.0;0.05507;0.603059;0.0
1040400;0.06634565075854179;0.0285;2.357865837;0.0;0.052002;0.612989;0.0
1044000;0.06261273793111574;0.0285;2.357865837;0.0;0.047972;0.617178;0.0
1047600;0.0642471786614978;0.0285;2.357865837;0.0;0.047155;0.614023;0.0
1051200;0.09798853918539702;0.0285;2.357865837;0.0;0.047784999999999994;0.6061040000000001;0.0
1054800;0.18741124528319625;0.0285;2.357865837;0.0;0.055297;0.601827;0.0
1058400;0.23924704761573334;0.0285;2.357865837;0.0;0.064984;0.609818;0.0
1062000;0.21384033547901918;0.0285;2.357865837;0.0;0.07171;0.6311760000000001;0.0
1065600;0.20212869605463327;0.0285;2.357865837;0.0;0.07726999999999999;0.643313;0.0
1069200;0.19563085828725738;0.0285;2.357865837;7.7e-08;0.085605;0.6423719999999999;0.0
1072800;0.21481883981587035;0.0285;2.357865837;1.462e-06;0.092534;0.626984;0.0
